,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
308,,,[ 39.69075499  59.62208333],,,[ 72.32230997  39.91129955],,,[ 181.14713934   73.08665601],,,,,,,,,,,,,[ 195.3635762    74.52047081],,,[ 35.50785485  57.35902772],,,,,,[ 139.51635695   32.73280119],,,,,,,,[ 129.83570836   33.25168201],,,[ 75.48261357  42.64334034],,,,,[ 143.52204809   31.40073096],,,,,[ 61.08003965  42.70077282],[ 138.56051339   68.60610534],[ 64.69197103  45.43136506],,,[ 134.28596488   32.26324327],,,[ 128.86889848   40.68502979],,[ 30.67171384  70.62985763],,,,,[ 198.85628736   25.26896616],,,,,[ 129.36323654   67.31081731],,[ 186.18059108   75.49080008],[ 120.09628343   66.11289925],,,,[ 37.66211983  63.12319642],,,,[ 133.9037037    69.09192784],,,,,[ 124.54680372   66.64573076],,[ 97.12449448  38.0732081 ],[ 70.13937921  43.79031971],,,,,,,,,
309,,,[ 39.85059726  59.5875621 ],,,[ 72.55720105  39.9758529 ],,,[ 181.93752669   73.16687105],,,,,,,,,,,,,[ 196.75825478   74.66471756],,,[ 35.96998752  57.26811661],,,,,,[ 140.24944153   32.63907672],,,,,,,,[ 130.12490211   33.21767133],,,[ 75.75090499  42.71305763],,,,,[ 144.05970989   31.33979694],,,,,[ 61.44508915  42.65425928],[ 139.0839318    68.66057653],[ 65.02595441  45.38093393],,,[ 134.83636559   32.20240856],,,[ 129.4119828    40.56527495],,[ 30.82101097  70.6337108 ],,,,,,,,,,[ 129.89579179   67.36878875],,[ 186.96189361   75.4630519 ],[ 120.32233376   66.13804116],,,,[ 37.81215293  63.08796286],,,,[ 134.50991754   69.14611476],,,,,[ 125.1330936    66.71064549],,[ 97.52389993  38.02245248],[ 70.43796123  43.74711607],,,,,,,,,
310,,,[ 40.01043954  59.55304087],,,[ 72.79209214  40.04040626],,,[ 182.72791403   73.24708608],,,,,,,,,,,,,[ 198.15293336   74.80896432],,,[ 36.43212019  57.1772055 ],,,,,,[ 140.60635528   32.59344549],,,,,,,,[ 130.79371479   33.13901552],,,[ 76.01919641  42.78277491],,,,,[ 144.59737168   31.27886293],,,,,[ 61.81013864  42.60774575],[ 139.60735022   68.71504773],[ 65.3599378  45.3305028],,,[ 135.38676631   32.14157385],,,[ 129.95506712   40.4455201 ],,[ 30.97030811  70.63756396],,,,,,,,,,[ 130.81096151   67.46840978],,[ 187.74319613   75.43530373],[ 120.93018344   66.2056478 ],,,,[ 37.96218602  63.05272931],,,,[ 135.11613138   69.20030169],,,,,[ 125.71938348   66.77556021],,[ 97.92330539  37.97169685],[ 70.73654324  43.70391243],,,,,,,,,
311,,,[ 40.17028181  59.51851963],,,[ 73.02698322  40.10495961],,,[ 183.51830137   73.32730112],,,,,,,,,,,,,[ 199.54761194   74.95321108],,,[ 36.82318121  56.78614449],,,,,,[ 141.33943986   32.49972102],,,,,,,,[ 131.46252747   33.0603597 ],,,[ 76.28748782  42.85249219],,,,,[ 145.13503347   31.21792891],,,,,[ 62.17518813  42.56123222],[ 140.13076863   68.76951892],[ 65.69392119  45.28007167],,,[ 135.93716702   32.08073914],,,[ 130.49815145   40.32576526],,[ 31.11960524  70.64141712],,,,,,,,,,[ 131.34351676   67.52638121],,[ 188.52449866   75.40755556],[ 121.53803312   66.27325443],,,,[ 38.11221911  63.01749575],,,,[ 135.33289268   69.21967708],,,,,[ 126.68764506   66.88276731],,[ 98.32271084  37.92094123],[ 70.73654324  43.46223347],,,,,,,,,
312,,,[ 40.33012409  59.4839984 ],,,[ 73.2618743   40.16951296],,,[ 183.92351523   73.36842556],,,,,,,,,,,,,,,,[ 37.28605848  56.69597798],,,,,,[ 141.69635361   32.45408979],,,,,,,,[ 131.75172123   33.02634903],,,[ 76.55577924  42.92220948],,,,,[ 145.67269527   31.15699489],,,,,[ 62.54023762  42.51471869],[ 140.65418705   68.82399012],[ 66.02790458  45.22964054],,,[ 136.48756773   32.01990443],,,[ 131.04123577   40.20601042],,[ 31.26890237  70.64527029],,,,,,,,,,[ 131.49345753   67.54270305],,[ 189.30580119   75.37980739],[ 122.1458828    66.34086107],,,,[ 38.26225221  62.98226219],,,,[ 135.93910652   69.273864  ],,,,,[ 127.27393494   66.94768203],,[ 98.72211629  37.8701856 ],[ 70.49486429  43.46223347],,,,,,,,,
313,,,[ 40.48996636  59.44947717],,,[ 73.82956785  40.32552791],,,[ 184.71390257   73.4486406 ],,,,,,,,,,,,,,,,[ 37.67711949  57.08703899],,,,,,[ 142.05326736   32.40845856],,,,,,,,[ 132.42053391   32.94769321],,,[ 76.82407066  42.99192676],,,,,[ 146.21035706   31.09606087],,,,,[ 62.90528711  42.46820515],[ 141.17760546   68.87846131],[ 66.36188796  45.17920942],,,[ 137.03796844   31.95906972],,,[ 131.58432009   40.08625558],,[ 31.4181995   70.64912345],,,,,,,,,,[ 132.02601278   67.60067449],,[ 190.08710372   75.35205921],[ 122.75373248   66.4084677 ],,,,[ 38.4122853   62.94702863],,,,[ 136.54532036   69.32805093],,,,,[ 127.47825312   66.97030439],,[ 99.12152174  37.81942998],[ 70.25318534  43.70391243],,,,,,,,,
314,,,[ 40.64980863  59.41495594],,,[ 74.06445893  40.39008127],,,[ 185.50428991   73.52885563],,,,,,,,,,,,,,,,[ 38.06818051  57.4781    ],,,,,,[ 142.78635194   32.31473409],,,,,,,,[ 133.08934659   32.8690374 ],,,[ 77.09236207  43.06164405],,,,,[ 146.74801886   31.03512686],,,,,[ 63.2703366   42.42169162],[ 141.70102387   68.9329325 ],[ 66.36188796  45.17920942],,,[ 137.58836915   31.89823501],,,[ 132.12740441   39.96650074],,[ 31.56749663  70.65297662],,,,,,,,,,[ 132.55856803   67.65864592],,[ 190.86840624   75.32431104],[ 123.36158215   66.47607434],,,,[ 38.56231839  62.91179507],,,,[ 137.15153419   69.38223785],,,,,[ 128.064543     67.03521911],,[ 99.5209272   37.76867435],[ 70.55190802  43.66084946],,,,,,,,,
315,,,[ 40.80965091  59.38043471],,,[ 74.29935002  40.45463462],,,[ 186.29467725   73.60907067],,,,,,,,,,,,,,,,[ 38.45924152  57.08703899],,,,,,[ 143.14326569   32.26910286],,,,,,,,[ 133.37854034   32.83502672],,,[ 77.36065349  43.13136133],,,,,[ 147.28568065   30.97419284],,,,,[ 62.97931759  42.42169162],[ 142.22444229   68.9874037 ],[ 66.69587135  45.12877829],,,[ 137.75673172   31.87962623],,,[ 132.67048874   39.8467459 ],,[ 31.71679376  70.65682978],,,,,,,,,,[ 133.47373775   67.75826696],,[ 191.64970877   75.29656287],[ 123.96943183   66.54368097],,,,[ 38.71235149  62.87656152],,,,[ 137.3682955    69.40161324],,,,,[ 128.26886118   67.05784147],,[ 99.92033265  37.71791873],[ 70.85063071  43.61778649],,,,,,,,,
316,,,[ 40.96949318  59.34591348],,,[ 74.5342411   40.51918797],,,[ 187.08506459   73.6892857 ],,,,,,,,,,,,,,,,[ 38.85030253  57.08703899],,,,,,[ 143.87635027   32.17537839],,,,,,,,[ 133.66773409   32.80101605],,,[ 77.62894491  43.20107862],,,,,[ 147.82334244   30.91325882],,,,,[ 63.34445473  42.37526573],[ 142.7478607    69.04187489],[ 67.02985474  45.07834716],,,[ 138.68917058   31.77656559],,,[ 133.21357306   39.72699106],,[ 31.86609089  70.66068295],,,,,,,,,,[ 133.62367852   67.7745888 ],,[ 192.4310113   75.2688147],[ 124.19548217   66.56882288],,,,[ 38.86238458  62.84132796],,,,[ 137.97450934   69.45580017],,,,,[ 129.23712276   67.16504856],,[ 100.3197381   37.6671631],[ 71.1493534   43.57472352],,,,,,,,,
317,,,[ 41.12933546  59.31139225],,,[ 74.76913218  40.58374132],,,[ 187.87545193   73.76950074],,,,,,,,,,,,,,,,[ 38.45924152  57.08703899],,,,,,[ 144.23326402   32.12974716],,,,,,,,[ 134.33654678   32.72236023],,,[ 77.89723632  43.2707959 ],,,,,[ 148.36100424   30.85232481],,,,,[ 63.70959187  42.32883985],[ 143.27127911   69.09634609],[ 67.36383813  45.02791603],,,[ 138.85753315   31.75795681],,,[ 133.75665738   39.60723622],,[ 32.01538803  70.66453611],,,,,,,,,,[ 134.15623377   67.83256023],,[ 193.21231383   75.24106653],[ 124.80333184   66.63642951],,,,[ 39.01241768  62.8060944 ],,,,[ 138.58072318   69.50998709],,,,,[ 129.44144094   67.18767092],,[ 100.71914356   37.61640748],[ 71.44807608  43.53166055],,,,,,,,,
318,,,[ 41.28917773  59.27687101],,,[ 75.00402327  40.64829467],,,[ 188.66583928   73.84971577],,,,,,,,,,,,,,,,[ 38.06818051  57.4781    ],,,,,,[ 144.9663486    32.03602269],,,,,,,,[ 134.62574053   32.68834956],,,[ 78.16552774  43.34051319],,,,,[ 148.89866603   30.79139079],,,,,[ 64.07472901  42.28241396],[ 143.79469753   69.15081728],[ 67.69782151  44.9774849 ],,,[ 139.789972     31.65489617],,,[ 134.2997417    39.48748137],,[ 32.16468516  70.66838927],,,,,,,,,,[ 134.68878902   67.89053167],,[ 193.99361635   75.21331835],[ 125.41118152   66.70403615],,,,[ 39.16245077  62.77086084],,,,[ 139.18693701   69.56417402],,,,,[ 130.02773082   67.25258565],,[ 101.11854901   37.56565185],[ 71.74679877  43.48859758],,,,,,,,,
319,,,[ 41.44902001  59.24234978],,,[ 75.23891435  40.71284802],,,[ 189.07105313   73.89084022],,,,,,,,,,,,,,,,[ 38.06818051  57.86916101],,,,,,[ 145.32326235   31.99039146],,,,,,,,[ 135.29455321   32.60969374],,,[ 78.43381915  43.41023047],,,,,[ 149.43632783   30.73045677],,,,,[ 64.43986614  42.23598808],[ 144.31811594   69.20528847],[ 67.4259994   44.70566279],,,[ 139.95833457   31.63628739],,,[ 134.84282602   39.36772653],,[ 32.31398229  70.67224244],,,,,,,,,,[ 135.22134427   67.9485031 ],,[ 194.77491888   75.18557018],[ 126.0190312    66.77164278],,,,[ 39.31248386  62.73562728],,,,[ 139.79315085   69.61836094],,,,,[ 130.6140207    67.31750037],,[ 101.51795446   37.51489622],[ 71.50511982  43.48859758],,,,,,,,,
320,,,[ 41.60886228  59.20782855],,,[ 75.47380543  40.77740138],,,[ 189.86144048   73.97105525],,,,,,,,,,,,,,,,[ 37.67711949  57.4781    ],,,,,,[ 146.05634693   31.89666699],,,,,,,,[ 135.96336589   32.53103793],,,[ 78.70211057  43.47994775],,,,,[ 149.97398962   30.66952275],,,,,[ 64.14884714  42.52700708],[ 144.84153435   69.25975967],[ 67.4259994   44.70566279],,,[ 140.89077343   31.53322675],,,[ 135.38591035   39.24797169],,[ 32.46327942  70.6760956 ],,,,,,,,,,[ 135.75389952   68.00647454],,[ 195.55622141   75.15782201],[ 126.62688088   66.83924942],,,,[ 39.46251696  62.70039373],,,,[ 140.00991216   69.63773633],,,,,[ 131.20031058   67.3824151 ],,[ 101.91735992   37.4641406 ],[ 71.80391331  43.44560542],,,,,,,,,
321,,,[ 41.76870456  59.17330732],,,[ 75.70869652  40.84195473],,,[ 190.65182782   74.05127029],,,,,,,,,,,,,,,,[ 38.06818051  57.08703899],,,,,,[ 146.41326068   31.85103576],,,,,,,,[ 136.63217857   32.45238211],,,[ 78.97040199  43.54966504],,,,,[ 150.51165141   30.60858874],,,,,[ 63.85782813  42.23598808],[ 145.36495277   69.31423086],[ 67.76066898  44.65591785],,,[ 141.059136     31.51461797],,,[ 135.92899467   39.12821685],,[ 32.61257655  70.67994877],,,,,,,,,,[ 136.28645477   68.06444598],,[ 196.33752394   75.13007384],[ 126.85293121   66.86439133],,,,[ 39.61255005  62.66516017],,,,[ 140.616126     69.69192326],,,,,[ 131.78660046   67.44732982],,[ 102.31676537   37.41338497],[ 72.1027068   43.40261326],,,,,,,,,
322,,,[ 41.92854683  59.13878609],,,[ 75.9435876   40.90650808],,,[ 191.44221516   74.13148532],,,,,,,,,,,,,,,,[ 37.67711949  56.69597798],,,,,,[ 147.14634526   31.75731129],,,,,,,,[ 136.92137232   32.41837144],,,[ 79.2386934   43.61938232],,,,,[ 151.04931321   30.54765472],,,,,[ 64.22314145  42.18973837],[ 145.88837118   69.36870206],[ 68.09533855  44.60617291],,,[ 141.99157485   31.41155733],,,[ 136.47207899   39.00846201],,[ 32.76187368  70.68380193],,,,,,,,,,[ 136.81901001   68.12241741],,[ 197.11882646   75.10232566],[ 127.46078089   66.93199796],,,,[ 39.76258314  62.62992661],,,,[ 141.22233983   69.74611018],,,,,[ 131.99091863   67.46995218],,[ 102.71617082   37.36262935],[ 72.4015003  43.3596211],,,,,,,,,
323,,,[ 42.08838911  59.10426486],,,[ 76.17847868  40.97106143],,,[ 192.2326025    74.21170036],,,,,,,,,,,,,,,,[ 38.13981503  56.60562973],,,,,,[ 147.50325901   31.71168006],,,,,,,,[ 137.59018501   32.33971562],,,[ 79.50698482  43.68909961],,,,,[ 151.586975    30.4867207],,,,,[ 64.58845476  42.14348866],[ 146.4117896    69.42317325],[ 68.43000813  44.55642797],,,[ 142.15993742   31.39294855],,,[ 137.01516331   38.88870717],,[ 32.91117082  70.6876551 ],,,,,,,,,,[ 137.35156526   68.18038885],,[ 197.90012899   75.07457749],[ 127.68683122   66.95713987],,,,[ 39.91261624  62.59469305],,,,[ 141.82855367   69.80029711],,,,,[ 132.57720851   67.5348669 ],,[ 103.11557628   37.31187372],[ 72.15982134  43.60130005],,,,,,,,,
324,,,[ 42.24823138  59.06974362],,,[ 76.74617223  41.12707639],,,[ 193.02298984   74.29191539],,,,,,,,,,,,,,,,[ 38.60251057  56.51528148],,,,,,[ 148.23634359   31.61795559],,,,,,,,[ 137.87937876   32.30570495],,,[ 79.77527624  43.75881689],,,,,[ 152.12463679   30.42578669],,,,,[ 64.95376808  42.09723895],[ 146.93520801   69.47764444],[ 68.43000813  44.28460586],,,[ 143.09237628   31.28988791],,,[ 137.55824764   38.76895233],,[ 33.06046795  70.69150826],,,,,,,,,,[ 137.88412051   68.23836028],,[ 198.68143152   75.04682932],[ 128.2946809   67.0247465],,,,[ 40.06264933  62.5594595 ],,,,[ 142.43476751   69.85448404],,,,,[ 133.16349839   67.59978163],,[ 103.51498173   37.2611181 ],[ 72.45819268  43.55788573],,,,,,,,,
325,,,[ 42.40807366  59.03522239],,,[ 76.98106331  41.19162974],,,[ 193.81337718   74.37213043],,,,,,,,,,,,,,,,[ 39.06520611  56.42493324],,,,,,[ 148.59325734   31.57232436],,,,,,,,[ 138.54819144   32.22704913],,,[ 80.04356765  43.82853418],,,,,[ 152.66229859   30.36485267],,,,,[ 64.66274907  42.09723895],[ 147.45862642   69.53211564],[ 68.43000813  44.28460586],,,[ 143.26073884   31.27127913],,,[ 138.10133196   38.64919748],,[ 33.20976508  70.69536143],,,,,,,,,,[ 138.41667576   68.29633172],,,[ 128.90253058   67.09235314],,,,[ 40.21268242  62.52422594],,,,[ 142.65152881   69.87385943],,,,,[ 133.74978827   67.66469635],,[ 103.91438718   37.21036247],[ 72.75656401  43.51447141],,,,,,,,,
326,,,[ 42.56791593  59.00070116],,,[ 77.2159544   41.25618309],,,[ 194.60376452   74.45234546],,,,,,,,,,,,,,,,[ 38.6741451   56.03387223],,,,,,[ 149.32634192   31.47859989],,,,,,,,[ 139.21700412   32.14839332],,,[ 80.31185907  43.89825146],,,,,[ 153.19996038   30.30391865],,,,,[ 65.02815068  42.05107753],[ 147.98204484   69.58658683],[ 68.76528074  44.23546396],,,[ 144.1931777    31.16821849],,,[ 138.64441628   38.52944264],,[ 33.35906221  70.69921459],,,,,,,,,,[ 138.94923101   68.35430315],,,[ 129.51038026   67.15995977],,,,[ 40.36271552  62.48899238],,,,[ 143.25774265   69.92804635],,,,,[ 134.33607815   67.72961108],,[ 104.31379263   37.15960685],[ 73.05493534  43.47105709],,,,,,,,,
327,,,[ 42.72775821  58.96617993],,,[ 77.45084548  41.32073644],,,[ 195.39415187   74.5325605 ],,,,,,,,,,,,,,,,[ 39.13796496  55.9446483 ],,,,,,[ 149.68325567   31.43296866],,,,,,,,[ 139.8858168   32.0697375],,,[ 80.58015049  43.96796875],,,,,[ 153.73762218   30.24298463],,,,,[ 65.39355229  42.00491612],[ 148.50546325   69.64105803],[ 69.10055335  44.18632205],,,[ 144.36154027   31.14960971],,,[ 139.1875006   38.4096878],,[ 33.50835934  70.70306775],,,,,,,,,,[ 139.48178626   68.41227459],,,[ 130.11822994   67.22756641],,,,[ 40.51274861  62.45375882],,,,[ 143.86395649   69.98223328],,,,,[ 134.92236803   67.7945258 ],,[ 104.71319809   37.10885122],[ 73.35330668  43.42764276],,,,,,,,,
328,,,[ 42.88760048  58.9316587 ],,,[ 77.68573656  41.38528979],,,[ 196.18453921   74.61277553],,,,,,,,,,,,,,,,[ 39.60178482  55.85542437],,,,,,[ 150.41634025   31.33924419],,,,,,,,[ 140.17501055   32.03572683],,,[ 80.8484419   44.03768603],,,,,[ 154.27528397   30.18205062],,,,,[ 65.7589539   41.95875471],[ 149.02888166   69.69552922],[ 69.10055335  44.18632205],,,[ 145.29397912   31.04654907],,,[ 139.73058493   38.28993296],,[ 33.65765647  70.70692092],,,,,,,,,,[ 140.0143415    68.47024603],,,[ 130.72607961   67.29517304],,,,[ 41.00636027  62.33783976],,,,[ 144.47017033   70.0364202 ],,,,,[ 135.50865791   67.85944053],,[ 105.11260354   37.0580956 ],[ 73.65167801  43.38422844],,,,,,,,,
329,,,[ 43.04744276  58.89713747],,,[ 77.92062765  41.44984315],,,[ 196.97492655   74.69299056],,,,,,,,,,,,,,,,[ 40.06560468  55.76620044],,,,,,[ 150.773254     31.29361296],,,,,,,,[ 140.84382324   31.95707101],,,[ 81.11673332  44.10740332],,,,,[ 154.81294576   30.1211166 ],,,,,[ 65.7589539   41.95875471],[ 149.55230008   69.75000042],[ 69.43582595  44.13718014],,,[ 145.46234169   31.02794029],,,[ 140.27366925   38.17017812],,[ 33.8069536   70.71077408],,,,,,,,,,[ 140.54689675   68.52821746],,,[ 131.33392929   67.36277968],,,,[ 41.15639337  62.3026062 ],,,,[ 144.68693163   70.05579559],,,,,[ 135.71297609   67.88206289],,[ 105.51200899   37.00733997],[ 73.95004934  43.34081412],,,,,,,,,
330,,,[ 43.20728503  58.86261624],,,[ 78.15551873  41.5143965 ],,,[ 197.76531389   74.7732056 ],,,,,,,,,,,,,,,,[ 40.52942454  55.67697652],,,,,,[ 151.50633858   31.19988849],,,,,,,,[ 141.51263592   31.8784152 ],,,[ 81.38502474  44.1771206 ],,,,,[ 155.35060756   30.06018258],,,,,[ 66.04997291  41.95875471],[ 150.07571849   69.80447161],[ 69.77109856  44.08803824],,,[ 146.39478055   30.92487965],,,[ 140.81675357   38.05042328],,[ 33.95625074  70.71462725],,,,,,,,,,[ 140.69683753   68.5445393 ],,,[ 131.55997963   67.38792159],,,,[ 41.30642646  62.26737265],,,,[ 145.29314547   70.10998252],,,,,[ 136.29926597   67.94697761],,[ 105.91141445   36.95658435],[ 73.95004934  43.58249307],,,,,,,,,
331,,,[ 43.36712731  58.828095  ],,,[ 78.39040981  41.57894985],,,[ 198.55570123   74.85342063],,,,,,,,,,,,,,,,[ 40.13836353  55.28591551],,,,,,[ 151.86325232   31.15425726],,,,,,,,[ 142.1814486    31.79975938],,,[ 81.65331615  44.24683788],,,,,[ 155.88826935   29.99924857],,,,,[ 66.34099191  41.66773571],[ 150.5991369   69.8589428],[ 70.04292068  44.08803824],,,[ 146.56314312   30.90627087],,,[ 141.35983789   37.93066844],,[ 34.10554787  70.71848041],,,,,,,,,,[ 141.22939277   68.60251074],,,[ 132.1678293    67.45552822],,,,[ 41.45645955  62.23213909],,,,[ 145.89935931   70.16416944],,,,,[ 136.50358415   67.96959997],,[ 106.3108199    36.90582872],[ 74.2479221   43.53858018],,,,,,,,,
332,,,[ 43.52696958  58.79357377],,,[ 78.62530089  41.6435032 ],,,[ 199.34608857   74.93363567],,,,,,,,,,,,,,,,[ 40.60332079  55.19782898],,,,,,[ 152.22016607   31.10862603],,,,,,,,[ 142.47064235   31.76574871],,,[ 81.92160757  44.31655517],,,,,[ 156.42593115   29.93831455],,,,,[ 66.70692218  41.62210295],[ 151.12255532   69.913414  ],[ 70.31474279  43.81621613],,,[ 147.49558197   30.80321023],,,[ 141.90292222   37.8109136 ],,[ 34.254845    70.72233358],,,,,,,,,,[ 142.1445625    68.70213177],,,[ 132.39387964   67.48067013],,,,[ 41.60649265  62.19690553],,,,[ 146.50557315   70.21835637],,,,,[ 137.08987403   68.03451469],,[ 106.71022535   36.8550731 ],[ 74.54579486  43.49466728],,,,,,,,,
333,,,[ 43.68681185  58.75905254],,,[ 78.86019198  41.70805655],,,,,,,,,,,,,,,,,,,[ 41.06827805  55.10974245],,,,,,[ 152.95325065   31.01490156],,,,,,,,[ 143.13945503   31.68709289],,,[ 82.18989899  44.38627245],,,,,[ 156.96359294   29.87738053],,,,,[ 66.70692218  41.62210295],[ 151.64597373   69.96788519],[ 70.31474279  43.81621613],,,[ 147.66394454   30.78460145],,,[ 142.44600654   37.69115875],,[ 34.40414213  70.72618674],,,,,,,,,,[ 142.67711774   68.7601032 ],,,[ 133.00172932   67.54827676],,,,[ 41.75652574  62.16167197],,,,[ 147.11178698   70.27254329],,,,,[ 138.05813561   68.14172179],,[ 107.10963081   36.80431747],[ 74.84366762  43.45075438],,,,,,,,,
334,,,[ 43.84665413  58.72453131],,,[ 79.09508306  41.7726099 ],,,,,,,,,,,,,,,,,,,[ 41.53323531  55.02165593],,,,,,[ 153.3101644    30.96927033],,,,,,,,[ 143.42864878   31.65308222],,,[ 82.4581904   44.45598974],,,,,[ 157.50125473   29.81644651],,,,,[ 66.99794118  41.91312195],[ 152.16939215   70.02235639],[ 70.65044919  43.76750801],,,[ 148.21434525   30.72376674],,,[ 142.98909086   37.57140391],,[ 34.55343926  70.7300399 ],,,,,,,,,,[ 143.20967299   68.81807464],,,[ 133.60957899   67.6158834 ],,,,[ 41.90655884  62.12643842],,,,[ 147.32854829   70.29191868],,,,,[ 138.64442549   68.20663651],,[ 107.50903626   36.75356185],[ 75.08534657  43.45075438],,,,,,,,,
335,,,[ 44.0064964   58.69001008],,,[ 79.66277661  41.92862486],,,,,,,,,,,,,,,,,,,[ 41.99819257  54.9335694 ],,,,,,[ 154.04324898   30.87554586],,,,,,,,[ 144.09746147   31.5744264 ],,,[ 82.72648182  44.52570702],,,,,[ 158.03891653   29.7555125 ],,,,,[ 66.99794118  41.91312195],[ 152.69281056   70.07682758],[ 70.98615559  43.7187999 ],,,[ 148.76474597   30.66293203],,,[ 143.53217518   37.45164907],,[ 34.70273639  70.73389307],,,,,,,,,,[ 143.35961377   68.83439648],,,[ 134.21742867   67.68349003],,,,[ 42.05659193  62.09120486],,,,[ 147.93476213   70.34610561],,,,,[ 139.23071537   68.27155124],,[ 107.90844171   36.70280622],[ 75.08534657  43.45075438],,,,,,,,,
336,,,[ 44.16633868  58.65548885],,,[ 79.89766769  41.99317821],,,,,,,,,,,,,,,,,,,[ 42.46314983  54.84548287],,,,,,[ 154.40016273   30.82991463],,,,,,,,[ 144.76627415   31.49577059],,,[ 82.99477324  44.59542431],,,,,[ 158.57657832   29.69457848],,,,,[ 67.36307252  41.86669026],[ 153.21622897   70.13129877],[ 70.71433348  43.7187999 ],,,[ 149.31514668   30.60209732],,,[ 144.0752595    37.33189423],,[ 34.85203353  70.73774623],,,,,,,,,,[ 143.89216902   68.89236792],,,[ 134.82527835   67.75109667],,,,[ 42.20662502  62.0559713 ],,,,[ 148.54097597   70.40029253],,,,,[ 139.99118656   67.51108004],,[ 108.30784717   36.6520506 ],[ 75.38314531  43.40676746],,,,,,,,,
