,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
280,,[ 198.46290733   25.31390671],[ 35.21517129  60.58867781],,,[ 65.07975471  37.9208825 ],,,[ 166.64069752   70.30359842],,,[ 197.24510788   74.89636454],,,,,,,[ 179.55312182   71.86167686],,,[ 169.76996719   71.87341281],,,[ 32.15319315  61.71918719],,,,,,[ 124.63255117   34.63568774],,,,,,,,[ 114.52552364   35.05223857],,[ 178.20816709   72.88806965],[ 67.97045391  40.69125638],,,,,[ 128.46751786   33.10688344],,,[ 187.64151535   72.86590478],,[ 52.10214566  44.06188538],[ 123.90479781   67.0809119 ],[ 55.34043618  46.84343664],[ 183.98265093   74.51303196],,[ 119.63882123   33.8821633 ],,,[ 113.66253745   44.03816534],,[ 26.49139416  70.52196903],,,,,[ 176.67484784   30.48536085],,,,,[ 114.83430406   65.7292667 ],,[ 169.76258134   76.05276646],[ 103.07649244   64.2199135 ],,,,[ 33.46119321  64.10973604],,,,[ 119.26643143   67.78356314],,,,,[ 110.0405456   65.0395803],,[ 85.94114179  39.49436561],[ 61.77908279  45.00002163],[ 192.89103911   72.90521809],,,,,,,,[ 191.75024935   26.32420775]
281,,[ 199.35109643   25.13251978],[ 35.37501357  60.55415658],,,[ 65.3146458   37.98543585],,,[ 166.64069752   70.91920726],,,[ 198.09321428   74.9282692 ],,,,,,,[ 179.9031284   71.9153982],,,[ 170.39565199   71.93812521],,,[ 32.54425417  62.1102482 ],,,,,,[ 124.98946492   34.59005651],,,,,,,,[ 115.19433632   34.97358276],,[ 178.88272371   72.95344353],[ 68.23874533  40.76097366],,,,,[ 129.00517966   33.04594942],,,[ 188.38187301   72.99375167],,[ 52.46672031  44.014897  ],[ 124.42821622   67.1353831 ],[ 55.67441957  46.79300551],[ 184.53389148   74.52979107],,[ 119.8071838    33.86355452],,,[ 114.20562178   43.9184105 ],,[ 26.64069129  70.52582219],,,,,[ 177.46704211   30.29906104],,,,,[ 115.74947378   65.82888773],,[ 170.54441132   76.02554573],[ 103.68434212   64.28752013],,,,[ 33.6112263   64.07450248],,,,[ 119.87264527   67.83775006],,,,,[ 110.62683548   65.10449503],,[ 86.34054725  39.44360998],[ 62.0776648   44.95681799],[ 193.41747775   73.0603426 ],,,,,,,,[ 192.56757961   26.19301408]
282,,,[ 35.53485584  60.51963535],,,[ 65.54953688  38.0499892 ],,,[ 166.64069752   71.53481611],,,[ 198.94132068   74.96017386],,,,,,,[ 180.62094511   72.0255735 ],,,[ 171.40583368   72.04260479],,,[ 32.93531518  61.71918719],,,,,,[ 125.7225495    34.49633204],,,,,,,,[ 115.863149     34.89492694],,[ 179.17050058   72.98133309],[ 68.50703674  40.83069094],,,,,[ 129.54284145   32.98501541],,,[ 189.12223067   73.12159855],,[ 52.83129496  43.96790863],[ 124.95163464   67.18985429],[ 56.00840295  46.74257438],[ 185.08513202   74.54655019],,[ 120.35758451   33.80271981],,,[ 114.7487061    43.79865566],,[ 26.78998842  70.52967536],,,,,[ 178.25923637   30.11276123],,,,,[ 116.28202903   65.88685917],,[ 170.91625171   76.01259949],[ 104.2921918    64.35512677],,,,[ 33.7612594   64.03926893],,,,[ 120.47885911   67.89193699],,,,,[ 111.59509706   65.21170212],,[ 86.7399527   39.39285436],[ 62.37624682  44.91361435],[ 194.59931859   73.40859305],,,,,,,,[ 193.38490988   26.06182041]
283,,,[ 35.69469812  60.48511412],,,[ 65.78442796  38.11454255],,,[ 167.0450354    71.57681654],,,,,,,,,,[ 180.97095169   72.07929484],,,[ 171.64702158   72.06755002],,,[ 32.54425417  61.32812618],,,,,,[ 126.07946325   34.45070081],,,,,,,,[ 116.15234276   34.86091627],,[ 180.23183696   73.08419128],[ 68.77532816  40.90040823],,,,,[ 130.08050325   32.92408139],,,[ 189.86258833   73.24944543],,[ 53.12231396  43.67688962],[ 125.47505305   67.24432549],[ 56.34238634  46.69214325],[ 186.04811852   74.57582742],,[ 120.90798522   33.7418851 ],,,[ 115.29179042   43.67890082],,[ 26.93928555  70.53352852],,,,,[ 179.05143064   29.92646142],,,,,[ 116.81458428   65.94483061],,[ 171.48833694   76.01259949],[ 104.90004147   64.4227334 ],,,,[ 33.91129249  64.00403537],,,,[ 120.69562042   67.91131238],,,,,[ 112.18138694   65.27661685],,[ 87.13935815  39.34209873],[ 62.67482883  44.87041071],[ 195.78115943   73.7568435 ],,,,,,,,[ 194.93340539   25.81326383]
284,,,[ 35.85454039  60.45059288],,,[ 66.01931905  38.1790959 ],,,[ 167.44937327   71.61881697],,,,,,,,,,[ 181.68876839   72.18947013],,,[ 172.27270638   72.13226242],,,[ 32.15319315  61.32812618],,,,,,[ 126.81254783   34.35697634],,,,,,,,[ 116.82115544   34.78226045],,[ 180.90639358   73.14956516],[ 69.04361958  40.97012551],,,,,[ 130.61816504   32.86314737],,,[ 190.602946     73.37729232],,[ 53.48744688  43.63045951],[ 125.99847146   67.29879668],[ 56.67636973  46.64171212],[ 186.59935906   74.59258653],,[ 121.45838594   33.68105039],,,[ 115.83487474   43.55914598],,[ 27.08858269  70.53738169],,,,,[ 179.84362491   29.74016161],,,,,[ 116.96452505   65.96115245],,[ 171.48833694   76.01259949],[ 105.50789115   64.49034004],,,,[ 34.06132558  63.96880181],,,,[ 121.30183425   67.9654993 ],,,,,[ 112.76767682   65.34153157],,[ 87.53876361  39.29134311],[ 62.97341085  44.82720707],[ 196.96300027   74.10509395],,,,,,,,[ 196.48190089   25.56470726]
285,,,[ 36.01438267  60.41607165],,,[ 66.25421013  38.24364926],,,[ 168.23805197   71.70074064],,,,,,,,,,[ 182.40658509   72.29964542],,,[ 172.89839117   72.19697482],,,[ 31.76213214  60.93706517],,,,,,[ 127.16946158   34.31134511],,,,,,,,[ 117.48996812   34.70360464],,[ 181.96772995   73.25242335],[ 69.31191099  41.0398428 ],,,,,[ 131.15582683   32.80221335],,,[ 191.34330366   73.5051392 ],,[ 53.85257979  43.5840294 ],[ 126.52188988   67.35326787],[ 57.01035312  46.591281  ],[ 187.15059961   74.60934564],,[ 122.00878665   33.62021568],,,[ 116.37795907   43.43939114],,[ 27.23787982  70.54123485],,,,,[ 180.63581918   29.5538618 ],,,,,[ 117.4970803    66.01912388],,[ 171.48833694   76.01259949],[ 106.11574083   64.55794667],,,,[ 34.21135868  63.93356825],,,,[ 121.90804809   68.01968623],,,,,[ 112.971995     65.36415393],,[ 87.93816906  39.24058748],[ 63.27199286  44.78400343],[ 198.14484112   74.4533444 ],,,,,,,,[ 198.0303964    25.31615069]
286,,,[ 36.17422494  60.38155042],,,[ 66.48910121  38.30820261],,,[ 168.64238985   71.74274108],,,,,,,,,,[ 183.12440179   72.40982071],,,[ 173.52407597   72.26168723],,,[ 32.15319315  60.93706517],,,,,,[ 127.90254616   34.21762064],,,,,,,,[ 117.77916187   34.66959396],,[ 182.25550682   73.28031292],[ 69.58020241  41.10956008],,,,,[ 131.69348863   32.74127934],,,[ 192.08366132   73.63298608],,[ 54.2177127   43.53759929],[ 127.04530829   67.40773907],[ 57.3443365   46.54084987],[ 188.1135861    74.63862287],,[ 122.55918736   33.55938097],,,[ 116.92104339   43.31963629],,[ 27.38717695  70.54508801],,,,,[ 181.42801345   29.36756199],,,,,[ 118.02963555   66.07709532],,[ 171.85992647   75.99940238],[ 106.72359051   64.6255533 ],,,,[ 34.36139177  63.8983347 ],,,,[ 122.51426193   68.07387315],,,,,[ 113.17631318   65.38677628],,[ 88.33757451  39.18983186],[ 63.57057488  44.74079979],[ 199.32668196   74.80159485],,,,,,,,[ 199.5788919    25.06759412]
287,,,[ 36.33406722  60.34702919],,,[ 66.72399229  38.37275596],,,[ 169.43106855   71.82466475],,,,,,,,,,[ 183.47440838   72.46354206],,,[ 174.14976076   72.32639963],,,[ 32.15319315  60.54600416],,,,,,[ 128.25945991   34.17198941],,,,,,,,[ 118.44797455   34.59093815],,[ 182.93006344   73.34568679],[ 69.84849383  41.17927737],,,,,[ 132.23115042   32.68034532],,,[ 192.82401898   73.76083297],,[ 54.58284562  43.49116918],[ 127.5687267    67.46221026],[ 57.67831989  46.49041874],[ 188.66482665   74.65538198],,[ 123.10958807   33.49854626],,,[ 117.46412771   43.19988145],,[ 27.53647408  70.54894118],,,,,[ 182.22020772   29.18126218],,,,,[ 118.94480527   66.17671635],,[ 172.231516     75.98620528],[ 107.33144019   64.69315994],,,,[ 34.51142487  63.86310114],,,,[ 122.73102323   68.09324854],,,,,[ 113.76260305   65.45169101],,[ 88.73697997  39.13907623],[ 63.86915689  44.69759615],,,,,,,,,
288,,,[ 36.49390949  60.31250796],,,[ 66.95888338  38.43730931],,,[ 169.83540642   71.86666518],,,,,,,,,,[ 184.5600352   72.6301713],,,[ 174.77544556   72.39111203],,,[ 32.15319315  60.15494314],,,,,,[ 128.99254449   34.07826494],,,,,,,,[ 119.11678723   34.51228233],,[ 183.60462007   73.41106067],[ 70.11678524  41.24899465],,,,,[ 132.76881221   32.6194113 ],,,[ 193.56437664   73.88867985],,[ 54.94797853  43.44473907],[ 128.09214512   67.51668146],[ 58.01230328  46.43998761],[ 189.62781314   74.68465921],,[ 123.65998878   33.43771155],,,[ 118.00721203   43.08012661],,[ 27.68577121  70.55279434],,,,,[ 183.01240199   28.99496237],,,,,[ 119.09474605   66.19303819],,[ 172.60310553   75.97300818],[ 107.93928987   64.76076657],,,,[ 34.66145796  63.82786758],,,,[ 123.33723707   68.14743547],,,,,[ 114.73086463   65.5588981 ],,[ 89.13638542  39.08832061],[ 64.16773891  44.65439251],,,,,,,,,
289,,,[ 36.65375177  60.27798673],,,[ 67.19377446  38.50186266],,,[ 170.62408512   71.94858886],,,,,,,,,,[ 184.91004178   72.68389264],,,[ 175.01663346   72.41605726],,,[ 31.76213214  60.15494314],,,,,,[ 129.34945823   34.03263371],,,,,,,,[ 119.78559992   34.43362652],,[ 184.27917669   73.47643455],[ 70.38507666  41.31871194],,,,,[ 133.30647401   32.55847729],,,[ 194.3047343    74.01652673],,[ 55.31311144  43.39830896],[ 128.61556353   67.57115265],[ 58.34628667  46.38955648],[ 190.17905369   74.70141832],,[ 124.2103895    33.37687684],,,[ 118.55029635   42.96037177],,[ 27.83506834  70.55664751],,,,,[ 183.80459626   28.80866256],,,,,[ 119.6273013    66.25100963],,[ 172.97469505   75.95981107],[ 108.54713954   64.82837321],,,,[ 34.81149105  63.79263402],,,,[ 123.94345091   68.20162239],,,,,[ 114.93518281   65.58152046],,[ 89.53579087  39.03756498],[ 64.46632092  44.61118887],,,,,,,,,
290,,,[ 36.81359404  60.24346549],,,[ 67.42866554  38.56641602],,,[ 171.028423     71.99058929],,,,,,,,,,[ 185.9956686    72.85052188],,,[ 176.02681515   72.52053684],,,[ 32.2195864   60.05935362],,,,,,[ 130.08254281   33.93890924],,,,,,,,[ 120.07479367   34.39961584],,[ 184.95373331   73.54180842],[ 70.65336808  41.38842922],,,,,[ 133.8441358    32.49754327],,,[ 195.04509197   74.14437362],,[ 55.67824436  43.35187885],[ 129.13898194   67.62562385],[ 58.68027005  46.33912536],[ 190.73029423   74.71817743],,[ 124.76079021   33.31604213],,,[ 119.09338068   42.84061693],,[ 27.98436547  70.56050067],,,,,[ 184.59679053   28.62236275],,,,,[ 120.15985654   66.30898106],,[ 173.75599758   75.9320629 ],[ 109.15498922   64.89597984],,,,[ 34.96152415  63.75740046],,,,[ 124.54966475   68.25580932],,,,,[ 115.52147269   65.64643518],,[ 89.93519632  38.98680936],[ 64.76490294  44.56798523],,,,,,,,,
291,,,[ 36.97343632  60.20894426],,,[ 67.99635909  38.72243097],,,[ 171.8171017    72.07251297],,,,,,,,,,[ 186.34567519   72.90424322],,,[ 176.65249995   72.58524924],,,[ 32.67704066  59.96376409],,,,,,[ 130.43945656   33.89327801],,,,,,,,[ 120.74360635   34.32096003],,[ 185.62828993   73.6071823 ],[ 70.92165949  41.4581465 ],,,,,[ 134.3817976    32.43660925],,,[ 195.78544963   74.2722205 ],,[ 56.04337727  43.30544874],[ 129.66240036   67.68009504],[ 59.01425344  46.28869423],[ 191.69328073   74.74745467],,[ 125.31119092   33.25520742],,,[ 119.636465     42.72086209],,[ 28.13366261  70.56435384],,,,,[ 185.38898479   28.43606294],,,,,[ 120.69241179   66.3669525 ],,[ 174.12758711   75.9188658 ],[ 109.7628389    64.96358647],,,,[ 35.11155724  63.72216691],,,,[ 125.15587859   68.30999625],,,,,[ 116.10776257   65.71134991],,[ 90.33460178  38.93605373],[ 65.06348495  44.52478159],,,,,,,,,
292,,,[ 37.13327859  60.17442303],,,[ 68.23125018  38.78698432],,,[ 172.22143957   72.1145134 ],,,,,,,,,,[ 187.06349189   73.01441852],,,[ 177.66268163   72.68972882],,,[ 33.06810167  59.96376409],,,,,,[ 131.17254114   33.79955354],,,,,,,,[ 121.41241903   34.24230421],,[ 187.07640606   73.7475248 ],[ 71.18995091  41.52786379],,,,,[ 134.91945939   32.37567523],,,[ 196.52580729   74.40006738],,[ 56.04337727  43.59646775],[ 130.18581877   67.73456623],[ 59.34823683  46.2382631 ],[ 192.24452127   74.76421378],,[ 125.86159163   33.19437271],,,[ 120.17954932   42.60110725],,[ 28.28295974  70.568207  ],,,,,[ 186.18117906   28.24976313],,,,,[ 121.22496704   66.42492393],,[ 174.90888964   75.89111763],[ 110.37068858   65.03119311],,,,[ 35.26159033  63.68693335],,,,[ 125.37263989   68.32937163],,,,,[ 116.69405245   65.77626464],,[ 90.73400723  38.88529811],[ 65.36206697  44.48157795],,,,,,,,,
293,,,[ 37.29312087  60.1399018 ],,,[ 68.46614126  38.85153767],,,[ 172.62577745   72.15651383],,,,,,,,,,[ 187.78130859   73.12459381],,,[ 178.28836643   72.75444123],,,[ 33.06810167  59.96376409],,,,,,[ 131.52945489   33.75392231],,,,,,,,[ 121.70161278   34.20829354],,[ 188.52452219   73.88786731],[ 71.45824233  41.59758107],,,,,[ 135.45712118   32.31474122],,,[ 197.26616495   74.52791427],,[ 56.33439627  43.59646775],[ 130.70923719   67.78903743],[ 59.68222021  46.18783197],[ 193.20750777   74.79349101],,[ 126.41199234   33.133538  ],,,[ 120.72263364   42.48135241],,[ 28.43225687  70.57206017],,,,,[ 186.97337333   28.06346332],,,,,[ 121.75752229   66.48289537],,[ 175.69019216   75.86336945],[ 110.97853826   65.09879974],,,,[ 35.41162343  63.65169979],,,,[ 125.97885373   68.38355856],,,,,[ 116.89837063   65.79888699],,[ 91.13341268  38.83454248],[ 65.66064898  44.43837431],,,,,,,,,
294,,,[ 37.45296314  60.10538057],,,[ 68.70103234  38.91609102],,,[ 173.03011532   72.19851426],,,,,,,,,,[ 188.49912529   73.2347691 ],,,[ 178.91405122   72.81915363],,,[ 32.67704066  59.57270308],,,,,,[ 131.88636864   33.70829108],,,,,,,,[ 122.37042546   34.12963772],,[ 189.97263833   74.02820981],[ 71.72653374  41.66729836],,,,,[ 135.99478298   32.2538072 ],,,[ 198.00652261   74.65576115],,[ 56.62541528  43.59646775],[ 131.2326556    67.84350862],[ 60.0162036   46.13740085],[ 193.75874831   74.81025012],,[ 126.96239306   33.07270329],,,[ 121.26571797   42.36159756],,[ 28.581554    70.57591333],,,,,[ 187.7655676    27.87716351],,,,,[ 122.29007754   66.5408668 ],,[ 176.06178169   75.85017235],[ 111.58638793   65.16640638],,,,[ 35.56165652  63.61646623],,,,[ 126.58506757   68.43774549],,,,,[ 117.48466051   65.86380172],,[ 91.53281814  38.78378686],[ 65.959231    44.39517067],,,,,,,,,
295,,,[ 37.61280541  60.07085934],,,[ 68.93592343  38.98064438],,,[ 173.81879402   72.28043794],,,,,,,,,,[ 189.216942     73.34494439],,,[ 179.53973602   72.88386603],,,[ 33.13538098  59.47799961],,,,,,[ 132.61945322   33.61456661],,,,,,,,[ 123.03923815   34.0509819 ],,[ 191.42075446   74.16855232],[ 71.99482516  41.73701564],,,,,[ 136.53244477   32.19287318],,,[ 198.74688027   74.78360803],,[ 56.33439627  43.30544874],[ 131.75607401   67.89797982],[ 60.35018699  46.08696972],[ 195.95697265   74.87708171],,[ 127.51279377   33.01186858],,,[ 121.80880229   42.24184272],,[ 28.73085113  70.57976649],,,,,[ 188.55776187   27.6908637 ],,,,,[ 122.82263279   66.59883824],,[ 176.43337122   75.83697525],[ 112.19423761   65.23401301],,,,[ 35.71168961  63.58123267],,,,[ 127.1912814    68.49193241],,,,,[ 118.07095039   65.92871644],,[ 91.93222359  38.73303123],[ 66.25781302  44.35196703],,,,,,,,,
296,,,[ 37.77264769  60.03633811],,,[ 69.17081451  39.04519773],,,[ 173.20318518   72.28043794],,,,,,,,,,[ 189.9347587    73.45511968],,,[ 180.16542082   72.94857843],,,[ 33.5937213   59.38329615],,,,,,[ 132.97636697   33.56893538],,,,,,,,[ 123.3284319    34.01697123],,[ 192.86887059   74.30889482],[ 72.26311657  41.80673293],,,,,[ 137.07010657   32.13193917],,,[ 199.48723793   74.91145492],,[ 56.69944577  43.25893521],[ 132.27949243   67.95245101],[ 60.68417038  46.03653859],[ 198.15519699   74.94391331],,[ 127.68115634   32.99325979],,,[ 122.35188661   42.12208788],,[ 28.88014826  70.58361966],,,,,[ 189.34995614   27.50456388],,,,,[ 123.35518803   66.65680968],,[ 177.21467375   75.80922707],[ 112.80208729   65.30161965],,,,[ 35.86172271  63.54599912],,,,[ 127.79749524   68.54611934],,,,,[ 118.65724027   65.99363117],,[ 92.33162904  38.68227561],[ 66.55639503  44.30876339],,,,,,,,,
297,,,[ 37.93248996  60.00181687],,,[ 69.40570559  39.10975108],,,[ 173.99357252   72.36065298],,,,,,,,,,[ 191.38819564   73.67820287],,,[ 180.79110561   73.01329084],,,[ 33.98478232  58.99223514],,,,,,[ 133.70945155   33.47521091],,,,,,,,[ 123.61762565   33.98296056],,[ 194.70376648   74.48672164],[ 72.53140799  41.87645021],,,,,[ 137.60776836   32.07100515],,,,,[ 57.06449526  43.21242168],[ 132.80291084   68.0069222 ],[ 61.01815376  45.98610746],[ 199.94167538   74.99822678],,[ 128.61359519   32.89019916],,,[ 122.89497093   42.00233304],,[ 29.0294454   70.58747282],,,,,[ 190.14215041   27.31826407],,,,,[ 123.88774328   66.71478111],,[ 177.58626328   75.79602997],[ 113.40993697   65.36922628],,,,[ 36.0117558   63.51076556],,,,[ 128.01425655   68.56549473],,,,,[ 119.24353015   66.05854589],,[ 92.7310345   38.63151998],[ 66.85497705  44.26555975],,,,,,,,,
298,,,[ 38.09233224  59.96729564],,,[ 69.64059667  39.17430443],,,[ 174.78395986   72.44086801],,,,,,,,,,[ 192.84163258   73.90128606],,,[ 181.41679041   73.07800324],,,[ 33.98478232  58.99223514],,,,,,[ 134.0663653    33.42957968],,,,,,,,[ 124.28643833   33.90430474],,[ 196.53866236   74.66454846],[ 72.79969941  41.9461675 ],,,,,[ 138.14543015   32.01007113],,,,,[ 57.42954475  43.16590814],[ 133.32632925   68.0613934 ],[ 61.35213715  45.93567633],,,[ 128.78195776   32.87159037],,,[ 123.43805526   41.8825782 ],,[ 29.17874253  70.59132599],,,,,[ 190.93434468   27.13196426],,,,,[ 124.42029853   66.77275255],,[ 178.3675658   75.7682818],[ 114.01778665   65.43683291],,,,[ 36.1617889  63.475532 ],,,,[ 128.62047039   68.61968165],,,,,[ 119.82982003   66.12346062],,[ 93.13043995  38.58076435],[ 67.15355906  44.22235611],,,,,,,,,
299,,,[ 38.25217451  59.93277441],,,[ 69.87548776  39.23885778],,,[ 175.18917372   72.48199246],,,,,,,,,,[ 194.29506953   74.12436925],,,[ 182.81146899   73.22225   ],,,[ 33.98478232  58.60117412],,,,,,[ 134.79944988   33.33585521],,,,,,,,[ 124.57563209   33.87029407],,[ 198.37355825   74.84237527],[ 73.06799082  42.01588478],,,,,[ 138.68309195   31.94913711],,,,,[ 57.79459424  43.11939461],[ 133.84974767   68.11586459],[ 61.68612054  45.88524521],,,[ 129.71439662   32.76852974],,,[ 123.98113958   41.76282336],,[ 29.32803966  70.59517915],,,,,[ 191.72653894   26.94566445],,,,,[ 124.95285378   66.83072398],,[ 179.14886833   75.74053363],[ 114.62563633   65.50443955],,,,[ 36.31182199  63.44029844],,,,[ 129.22668422   68.67386858],,,,,[ 120.41610991   66.18837534],,[ 93.5298454   38.53000873],[ 67.45214108  44.17915247],,,,,,,,,
300,,,[ 38.41201679  59.89825318],,,[ 70.11037884  39.30341114],,,[ 175.59438758   72.52311691],,,,,,,,,,[ 195.74850647   74.34745244],,,[ 184.20614757   73.36649675],,,[ 34.44473294  58.50808096],,,,,,[ 135.15636363   33.29022398],,,,,,,,[ 125.24444477   33.79163825],,[ 199.82167438   74.98271778],[ 73.33628224  42.08560207],,,,,[ 139.22075374   31.8882031 ],,,,,[ 58.15964373  43.07288108],[ 134.37316608   68.17033579],[ 62.02010393  45.83481408],,,[ 129.88275919   32.74992095],,,[ 124.5242239    41.64306852],,[ 29.47733679  70.59903232],,,,,[ 192.51873321   26.75936464],,,,,[ 125.48540903   66.88869542],,[ 179.93017086   75.71278545],[ 115.233486     65.57204618],,,,[ 36.46185508  63.40506488],,,,[ 129.83289806   68.7280555 ],,,,,[ 120.62042809   66.2109977 ],,[ 93.92925086  38.4792531 ],[ 67.75072309  44.13594883],,,,,,,,,
301,,,[ 38.57185906  59.86373195],,,[ 70.34526992  39.36796449],,,[ 176.38477492   72.60333194],,,,,,,,,,[ 197.20194341   74.57053563],,,[ 185.60082615   73.51074351],,,[ 34.05367193  58.11701995],,,,,,[ 135.88944821   33.19649952],,,,,,,,[ 125.91325745   33.71298244],,,[ 73.60457366  42.15531935],,,,,[ 139.75841554   31.82726908],,,,,[ 58.52469322  43.02636754],[ 134.89658449   68.22480698],[ 62.35408731  45.78438295],,,[ 130.81519804   32.64686032],,,[ 125.06730822   41.52331368],,[ 29.62663392  70.60288548],,,,,[ 193.31092748   26.57306483],,,,,[ 126.01796427   66.94666685],,[ 180.71147339   75.68503728],[ 115.84133568   65.63965282],,,,[ 36.61188818  63.36983133],,,,[ 130.04965937   68.74743089],,,,,[ 121.20671797   66.27591242],,[ 94.32865631  38.42849748],[ 68.04930511  44.09274519],,,,,,,,,
302,,,[ 38.73170134  59.82921072],,,[ 70.91296347  39.52397944],,,[ 177.17516226   72.68354698],,,,,,,,,,[ 198.65538035   74.79361881],,,[ 186.99550473   73.65499027],,,[ 34.51470902  58.02501325],,,,,,[ 136.24636196   33.15086828],,,,,,,,[ 126.58207013   33.63432662],,,[ 73.87286507  42.22503663],,,,,[ 140.29607733   31.76633506],,,,,[ 58.88974271  42.97985401],[ 135.42000291   68.27927817],[ 62.6880707   45.73395182],,,[ 130.98356061   32.62825153],,,[ 125.61039255   41.40355883],,[ 29.77593105  70.60673864],,,,,[ 194.10312175   26.38676502],,,,,[ 126.16790505   66.9629887 ],,[ 181.49277591   75.65728911],[ 116.44918536   65.70725945],,,,[ 36.76192127  63.33459777],,,,[ 130.65587321   68.80161782],,,,,[ 121.79300785   66.34082715],,[ 94.72806176  38.37774185],[ 68.34788712  44.04954155],,,,,,,,,
303,,,[ 38.89154361  59.79468949],,,[ 71.14785456  39.58853279],,,[ 177.9655496    72.76376201],,,,,,,,,,[ 199.74100718   74.96024806],,,[ 188.39018331   73.79923702],,,[ 34.9757461   57.93300655],,,,,,[ 136.97944654   33.05714382],,,,,,,,[ 126.87126388   33.60031595],,,[ 74.14115649  42.29475392],,,,,[ 140.83373912   31.70540105],,,,,[ 59.2547922   42.93334048],[ 135.94342132   68.33374937],[ 63.02205409  45.68352069],,,[ 131.91599947   32.5251909 ],,,[ 126.15347687   41.28380399],,[ 29.92522818  70.61059181],,,,,[ 194.89531602   26.20046521],,,,,[ 126.7004603    67.02096013],,[ 182.27407844   75.62954094],[ 117.05703504   65.77486608],,,,[ 36.91195436  63.29936421],,,,[ 131.26208704   68.85580474],,,,,[ 121.99732603   66.36344951],,[ 95.12746721  38.32698623],[ 68.64646914  44.00633791],,,,,,,,,
304,,,[ 39.05138589  59.76016825],,,[ 71.38274564  39.65308615],,,[ 178.37076346   72.80488646],,,,,,,,,,,,,[ 189.78486189   73.94348378],,,[ 35.36680711  57.93300655],,,,,,[ 137.33636029   33.01151259],,,,,,,,[ 127.54007656   33.52166013],,,[ 74.40944791  42.3644712 ],,,,,[ 141.37140092   31.64446703],,,,,[ 59.61984169  42.88682695],[ 136.46683974   68.38822056],[ 63.35603748  45.63308957],,,[ 132.08436203   32.50658211],,,[ 126.69656119   41.16404915],,[ 30.07452532  70.61444497],,,,,[ 195.68751029   26.0141654 ],,,,,[ 127.61563002   67.12058116],,[ 183.05538097   75.60179276],[ 117.66488472   65.84247272],,,,[ 37.06198746  63.26413065],,,,[ 131.86830088   68.90999167],,,,,[ 122.58361591   66.42836423],,[ 95.52687267  38.2762306 ],[ 68.94505115  43.96313427],,,,,,,,,
305,,,[ 39.21122816  59.72564702],,,[ 71.61763672  39.7176395 ],,,[ 179.1611508    72.88510149],,,,,,,,,,,,,[ 191.17954047   74.08773054],,,[ 34.9757461   57.93300655],,,,,,[ 138.06944487   32.91778812],,,,,,,,[ 127.82927032   33.48764946],,,[ 74.67773932  42.43418849],,,,,[ 141.90906271   31.58353301],,,,,[ 59.98489118  42.84031341],[ 136.99025815   68.44269176],[ 63.69002086  45.58265844],,,[ 133.01680089   32.40352148],,,[ 127.23964551   41.04429431],,[ 30.22382245  70.61829814],,,,,[ 196.47970456   25.82786559],,,,,[ 128.14818527   67.1785526 ],,[ 183.8366835    75.57404459],[ 118.2727344    65.91007935],,,,[ 37.21202055  63.2288971 ],,,,[ 132.47451472   68.96417859],,,,,[ 123.55187748   66.53557133],,[ 95.92627812  38.22547498],[ 69.24363317  43.91993063],,,,,,,,,
306,,,[ 39.37107044  59.69112579],,,[ 71.8525278   39.78219285],,,[ 179.95153814   72.96531653],,,,,,,,,,,,,[ 192.57421905   74.23197729],,,[ 35.43678318  57.84099985],,,,,,[ 138.42635862   32.87215689],,,,,,,,[ 128.498083     33.40899364],,,[ 74.94603074  42.50390577],,,,,[ 142.4467245    31.52259899],,,,,[ 60.34994067  42.79379988],[ 137.51367656   68.49716295],[ 64.02400425  45.53222731],,,[ 133.18516346   32.38491269],,,[ 127.78272983   40.92453947],,[ 30.37311958  70.6221513 ],,,,,[ 197.27189883   25.64156578],,,,,[ 128.68074052   67.23652403],,[ 184.61798602   75.54629642],[ 118.88058407   65.97768599],,,,[ 37.36205365  63.19366354],,,,[ 132.69127602   68.98355398],,,,,[ 124.13816736   66.60048605],,[ 96.32568357  38.17471935],[ 69.54221518  43.87672699],,,,,,,,,
307,,,[ 39.53091271  59.65660456],,,[ 72.08741889  39.8467462 ],,,[ 180.356752     73.00644098],,,,,,,,,,,,,[ 193.96889762   74.37622405],,,[ 35.04572217  57.44993884],,,,,,[ 139.1594432    32.77843242],,,,,,,,[ 129.16689568   33.33033782],,,[ 75.21432216  42.57362306],,,,,[ 142.9843863    31.46166498],,,,,[ 60.71499016  42.74728635],[ 138.03709498   68.55163414],[ 64.35798764  45.48179618],,,[ 134.11760231   32.28185206],,,[ 128.32581416   40.80478463],,[ 30.52241671  70.62600447],,,,,[ 198.06409309   25.45526597],,,,,[ 128.83068129   67.25284587],,[ 185.39928855   75.51854825],[ 119.48843375   66.04529262],,,,[ 37.51208674  63.15842998],,,,[ 133.29748986   69.03774091],,,,,[ 124.34248554   66.62310841],,[ 96.72508903  38.12396373],[ 69.8407972   43.83352335],,,,,,,,,
